f1,f2,method,N,seed,selected_count
-54.0,7.0400925,RANDOM,10,28,4
-19.0,2.6758125,RANDOM,10,28,1
-62.0,7.5170646,RANDOM,10,28,4
-73.0,9.715905,RANDOM,10,28,5
-77.0,10.574789,RANDOM,10,28,5
-35.0,3.8431396,RANDOM,10,28,2
-77.0,10.574789,RANDOM,10,28,5
-43.0,4.841252,RANDOM,10,28,3
-54.0,7.0400925,RANDOM,10,28,4
-80.0,11.94219,RANDOM,10,28,5
-54.0,7.0400925,RANDOM,10,28,4
-80.0,11.94219,RANDOM,10,28,5
-80.0,11.94219,RANDOM,10,28,5
-77.0,10.574789,RANDOM,10,28,5
-54.0,7.0400925,RANDOM,10,28,4
-62.0,7.5170646,RANDOM,10,28,4
-80.0,11.94219,RANDOM,10,28,5
-0.0,0.0,RANDOM,10,28,0
-31.0,2.9124906,RANDOM,10,28,2
-80.0,11.94219,RANDOM,10,28,5
-77.0,10.574789,RANDOM,10,28,5
-77.0,10.574789,RANDOM,10,28,5
-65.0,8.646028,RANDOM,10,28,4
-80.0,11.94219,RANDOM,10,28,5
-43.0,4.841252,RANDOM,10,28,3
-74.0,10.197769,RANDOM,10,28,5
-73.0,9.715905,RANDOM,10,28,5
-62.0,7.5170646,RANDOM,10,28,4
-80.0,11.94219,RANDOM,10,28,5
-16.0,1.1673272,RANDOM,10,28,1
-43.0,4.841252,RANDOM,10,28,3
-62.0,7.5170646,RANDOM,10,28,4
-65.0,8.646028,RANDOM,10,28,4
-31.0,2.9124906,RANDOM,10,28,2
-31.0,2.9124906,RANDOM,10,28,2
-50.0,5.588303,RANDOM,10,28,3
-73.0,9.715905,RANDOM,10,28,5
-80.0,11.94219,RANDOM,10,28,5
-73.0,9.715905,RANDOM,10,28,5
-54.0,7.0400925,RANDOM,10,28,4
-19.0,2.6758125,RANDOM,10,28,1
-31.0,2.9124906,RANDOM,10,28,2
-74.0,10.197769,RANDOM,10,28,5
-74.0,10.197769,RANDOM,10,28,5
-43.0,4.841252,RANDOM,10,28,3
-80.0,11.94219,RANDOM,10,28,5
-65.0,8.646028,RANDOM,10,28,4
-0.0,0.0,RANDOM,10,28,0
-74.0,10.197769,RANDOM,10,28,5
-74.0,10.197769,RANDOM,10,28,5
-50.0,5.588303,RANDOM,10,28,3
-50.0,5.588303,RANDOM,10,28,3
-77.0,10.574789,RANDOM,10,28,5
-80.0,11.94219,RANDOM,10,28,5
-73.0,9.715905,RANDOM,10,28,5
-62.0,7.5170646,RANDOM,10,28,4
-43.0,4.841252,RANDOM,10,28,3
-74.0,10.197769,RANDOM,10,28,5
-31.0,2.9124906,RANDOM,10,28,2
-62.0,7.5170646,RANDOM,10,28,4
-54.0,7.0400925,RANDOM,10,28,4
-74.0,10.197769,RANDOM,10,28,5
-19.0,2.6758125,RANDOM,10,28,1
-0.0,0.0,RANDOM,10,28,0
-73.0,9.715905,RANDOM,10,28,5
-77.0,10.574789,RANDOM,10,28,5
-74.0,10.197769,RANDOM,10,28,5
-54.0,7.0400925,RANDOM,10,28,4
-74.0,10.197769,RANDOM,10,28,5
-35.0,3.8431396,RANDOM,10,28,2
-80.0,11.94219,RANDOM,10,28,5
-77.0,10.574789,RANDOM,10,28,5
-80.0,11.94219,RANDOM,10,28,5
-35.0,3.8431396,RANDOM,10,28,2
-19.0,2.6758125,RANDOM,10,28,1
-74.0,10.197769,RANDOM,10,28,5
-62.0,7.5170646,RANDOM,10,28,4
-73.0,9.715905,RANDOM,10,28,5
-31.0,2.9124906,RANDOM,10,28,2
-0.0,0.0,RANDOM,10,28,0
-77.0,10.574789,RANDOM,10,28,5
-54.0,7.0400925,RANDOM,10,28,4
-50.0,5.588303,RANDOM,10,28,3
-74.0,10.197769,RANDOM,10,28,5
-73.0,9.715905,RANDOM,10,28,5
-16.0,1.1673272,RANDOM,10,28,1
-77.0,10.574789,RANDOM,10,28,5
-77.0,10.574789,RANDOM,10,28,5
-77.0,10.574789,RANDOM,10,28,5
-74.0,10.197769,RANDOM,10,28,5
-73.0,9.715905,RANDOM,10,28,5
-50.0,5.588303,RANDOM,10,28,3
-77.0,10.574789,RANDOM,10,28,5
-77.0,10.574789,RANDOM,10,28,5
-43.0,4.841252,RANDOM,10,28,3
-80.0,11.94219,RANDOM,10,28,5
-50.0,5.588303,RANDOM,10,28,3
-74.0,10.197769,RANDOM,10,28,5
-74.0,10.197769,RANDOM,10,28,5
-77.0,10.574789,RANDOM,10,28,5
-77.0,10.574789,RANDOM,10,28,5
-19.0,2.6758125,RANDOM,10,28,1
-77.0,10.574789,RANDOM,10,28,5
-73.0,9.715905,RANDOM,10,28,5
-65.0,8.646028,RANDOM,10,28,4
-73.0,9.715905,RANDOM,10,28,5
-43.0,4.841252,RANDOM,10,28,3
-73.0,9.715905,RANDOM,10,28,5
-73.0,9.715905,RANDOM,10,28,5
-80.0,11.94219,RANDOM,10,28,5
-74.0,10.197769,RANDOM,10,28,5
-35.0,3.8431396,RANDOM,10,28,2
-80.0,11.94219,RANDOM,10,28,5
-0.0,0.0,RANDOM,10,28,0
-74.0,10.197769,RANDOM,10,28,5
-31.0,2.9124906,RANDOM,10,28,2
-73.0,9.715905,RANDOM,10,28,5
-74.0,10.197769,RANDOM,10,28,5
-54.0,7.0400925,RANDOM,10,28,4
-77.0,10.574789,RANDOM,10,28,5
-77.0,10.574789,RANDOM,10,28,5
-54.0,7.0400925,RANDOM,10,28,4
-74.0,10.197769,RANDOM,10,28,5
-73.0,9.715905,RANDOM,10,28,5
-80.0,11.94219,RANDOM,10,28,5
-19.0,2.6758125,RANDOM,10,28,1
-80.0,11.94219,RANDOM,10,28,5
-80.0,11.94219,RANDOM,10,28,5
-74.0,10.197769,RANDOM,10,28,5
-16.0,1.1673272,RANDOM,10,28,1
-73.0,9.715905,RANDOM,10,28,5
-50.0,5.588303,RANDOM,10,28,3
-43.0,4.841252,RANDOM,10,28,3
-35.0,3.8431396,RANDOM,10,28,2
-43.0,4.841252,RANDOM,10,28,3
-80.0,11.94219,RANDOM,10,28,5
-77.0,10.574789,RANDOM,10,28,5
-19.0,2.6758125,RANDOM,10,28,1
-0.0,0.0,RANDOM,10,28,0
-16.0,1.1673272,RANDOM,10,28,1
-73.0,9.715905,RANDOM,10,28,5
-62.0,7.5170646,RANDOM,10,28,4
-35.0,3.8431396,RANDOM,10,28,2
-62.0,7.5170646,RANDOM,10,28,4
-74.0,10.197769,RANDOM,10,28,5
-77.0,10.574789,RANDOM,10,28,5
-80.0,11.94219,RANDOM,10,28,5
-31.0,2.9124906,RANDOM,10,28,2
-80.0,11.94219,RANDOM,10,28,5
-73.0,9.715905,RANDOM,10,28,5
-73.0,9.715905,RANDOM,10,28,5
-62.0,7.5170646,RANDOM,10,28,4
-16.0,1.1673272,RANDOM,10,28,1
-0.0,0.0,RANDOM,10,28,0
-74.0,10.197769,RANDOM,10,28,5
-73.0,9.715905,RANDOM,10,28,5
-0.0,0.0,RANDOM,10,28,0
-80.0,11.94219,RANDOM,10,28,5
-73.0,9.715905,RANDOM,10,28,5
-16.0,1.1673272,RANDOM,10,28,1
-74.0,10.197769,RANDOM,10,28,5
-80.0,11.94219,RANDOM,10,28,5
-73.0,9.715905,RANDOM,10,28,5
-0.0,0.0,RANDOM,10,28,0
-62.0,7.5170646,RANDOM,10,28,4
-73.0,9.715905,RANDOM,10,28,5
-19.0,2.6758125,RANDOM,10,28,1
-77.0,10.574789,RANDOM,10,28,5
-73.0,9.715905,RANDOM,10,28,5
-31.0,2.9124906,RANDOM,10,28,2
-0.0,0.0,RANDOM,10,28,0
-74.0,10.197769,RANDOM,10,28,5
-65.0,8.646028,RANDOM,10,28,4
-65.0,8.646028,RANDOM,10,28,4
-19.0,2.6758125,RANDOM,10,28,1
-35.0,3.8431396,RANDOM,10,28,2
-0.0,0.0,RANDOM,10,28,0
-74.0,10.197769,RANDOM,10,28,5
-73.0,9.715905,RANDOM,10,28,5
-0.0,0.0,RANDOM,10,28,0
-73.0,9.715905,RANDOM,10,28,5
-62.0,7.5170646,RANDOM,10,28,4
-73.0,9.715905,RANDOM,10,28,5
-16.0,1.1673272,RANDOM,10,28,1
-54.0,7.0400925,RANDOM,10,28,4
-31.0,2.9124906,RANDOM,10,28,2
-80.0,11.94219,RANDOM,10,28,5
-74.0,10.197769,RANDOM,10,28,5
-77.0,10.574789,RANDOM,10,28,5
-73.0,9.715905,RANDOM,10,28,5
-80.0,11.94219,RANDOM,10,28,5
-54.0,7.0400925,RANDOM,10,28,4
-73.0,9.715905,RANDOM,10,28,5
-77.0,10.574789,RANDOM,10,28,5
-73.0,9.715905,RANDOM,10,28,5
-77.0,10.574789,RANDOM,10,28,5
-31.0,2.9124906,RANDOM,10,28,2
-65.0,8.646028,RANDOM,10,28,4
-35.0,3.8431396,RANDOM,10,28,2
-62.0,7.5170646,RANDOM,10,28,4
-50.0,5.588303,RANDOM,10,28,3
-80.0,11.94219,RANDOM,10,28,5
-62.0,7.5170646,RANDOM,10,28,4
-16.0,1.1673272,RANDOM,10,28,1
-74.0,10.197769,RANDOM,10,28,5
-74.0,10.197769,RANDOM,10,28,5
-73.0,9.715905,RANDOM,10,28,5
-54.0,7.0400925,RANDOM,10,28,4
-62.0,7.5170646,RANDOM,10,28,4
-54.0,7.0400925,RANDOM,10,28,4
-43.0,4.841252,RANDOM,10,28,3
-50.0,5.588303,RANDOM,10,28,3
-73.0,9.715905,RANDOM,10,28,5
-74.0,10.197769,RANDOM,10,28,5
-80.0,11.94219,RANDOM,10,28,5
-54.0,7.0400925,RANDOM,10,28,4
-77.0,10.574789,RANDOM,10,28,5
-73.0,9.715905,RANDOM,10,28,5
-73.0,9.715905,RANDOM,10,28,5
-43.0,4.841252,RANDOM,10,28,3
-35.0,3.8431396,RANDOM,10,28,2
-31.0,2.9124906,RANDOM,10,28,2
-19.0,2.6758125,RANDOM,10,28,1
-43.0,4.841252,RANDOM,10,28,3
-65.0,8.646028,RANDOM,10,28,4
-73.0,9.715905,RANDOM,10,28,5
-80.0,11.94219,RANDOM,10,28,5
-77.0,10.574789,RANDOM,10,28,5
-74.0,10.197769,RANDOM,10,28,5
-65.0,8.646028,RANDOM,10,28,4
-73.0,9.715905,RANDOM,10,28,5
-77.0,10.574789,RANDOM,10,28,5
-31.0,2.9124906,RANDOM,10,28,2
-0.0,0.0,RANDOM,10,28,0
-54.0,7.0400925,RANDOM,10,28,4
-77.0,10.574789,RANDOM,10,28,5
-62.0,7.5170646,RANDOM,10,28,4
-19.0,2.6758125,RANDOM,10,28,1
-74.0,10.197769,RANDOM,10,28,5
-50.0,5.588303,RANDOM,10,28,3
-62.0,7.5170646,RANDOM,10,28,4
-31.0,2.9124906,RANDOM,10,28,2
-65.0,8.646028,RANDOM,10,28,4
-16.0,1.1673272,RANDOM,10,28,1
-0.0,0.0,RANDOM,10,28,0
-74.0,10.197769,RANDOM,10,28,5
-80.0,11.94219,RANDOM,10,28,5
-80.0,11.94219,RANDOM,10,28,5
-54.0,7.0400925,RANDOM,10,28,4
-35.0,3.8431396,RANDOM,10,28,2
-73.0,9.715905,RANDOM,10,28,5
-73.0,9.715905,RANDOM,10,28,5
-43.0,4.841252,RANDOM,10,28,3
-50.0,5.588303,RANDOM,10,28,3
-65.0,8.646028,RANDOM,10,28,4
-73.0,9.715905,RANDOM,10,28,5
-77.0,10.574789,RANDOM,10,28,5
-77.0,10.574789,RANDOM,10,28,5
-43.0,4.841252,RANDOM,10,28,3
-19.0,2.6758125,RANDOM,10,28,1
-62.0,7.5170646,RANDOM,10,28,4
-73.0,9.715905,RANDOM,10,28,5
-19.0,2.6758125,RANDOM,10,28,1
-73.0,9.715905,RANDOM,10,28,5
-73.0,9.715905,RANDOM,10,28,5
-77.0,10.574789,RANDOM,10,28,5
-43.0,4.841252,RANDOM,10,28,3
-50.0,5.588303,RANDOM,10,28,3
-54.0,7.0400925,RANDOM,10,28,4
-65.0,8.646028,RANDOM,10,28,4
-77.0,10.574789,RANDOM,10,28,5
-77.0,10.574789,RANDOM,10,28,5
-73.0,9.715905,RANDOM,10,28,5
-80.0,11.94219,RANDOM,10,28,5
-80.0,11.94219,RANDOM,10,28,5
-73.0,9.715905,RANDOM,10,28,5
-31.0,2.9124906,RANDOM,10,28,2
-62.0,7.5170646,RANDOM,10,28,4
-74.0,10.197769,RANDOM,10,28,5
-43.0,4.841252,RANDOM,10,28,3
-80.0,11.94219,RANDOM,10,28,5
-16.0,1.1673272,RANDOM,10,28,1
-73.0,9.715905,RANDOM,10,28,5
-77.0,10.574789,RANDOM,10,28,5
-74.0,10.197769,RANDOM,10,28,5
-16.0,1.1673272,RANDOM,10,28,1
-43.0,4.841252,RANDOM,10,28,3
-74.0,10.197769,RANDOM,10,28,5
-74.0,10.197769,RANDOM,10,28,5
-73.0,9.715905,RANDOM,10,28,5
-73.0,9.715905,RANDOM,10,28,5
-35.0,3.8431396,RANDOM,10,28,2
-19.0,2.6758125,RANDOM,10,28,1
-74.0,10.197769,RANDOM,10,28,5
-74.0,10.197769,RANDOM,10,28,5
-50.0,5.588303,RANDOM,10,28,3
-73.0,9.715905,RANDOM,10,28,5
-80.0,11.94219,RANDOM,10,28,5
-74.0,10.197769,RANDOM,10,28,5
-31.0,2.9124906,RANDOM,10,28,2
-77.0,10.574789,RANDOM,10,28,5
-73.0,9.715905,RANDOM,10,28,5
-77.0,10.574789,RANDOM,10,28,5
-77.0,10.574789,RANDOM,10,28,5
-77.0,10.574789,RANDOM,10,28,5
-77.0,10.574789,RANDOM,10,28,5
-73.0,9.715905,RANDOM,10,28,5
-74.0,10.197769,RANDOM,10,28,5
-77.0,10.574789,RANDOM,10,28,5
-73.0,9.715905,RANDOM,10,28,5
-80.0,11.94219,RANDOM,10,28,5
-62.0,7.5170646,RANDOM,10,28,4
-50.0,5.588303,RANDOM,10,28,3
-31.0,2.9124906,RANDOM,10,28,2
-73.0,9.715905,RANDOM,10,28,5
-43.0,4.841252,RANDOM,10,28,3
-0.0,0.0,RANDOM,10,28,0
-77.0,10.574789,RANDOM,10,28,5
-54.0,7.0400925,RANDOM,10,28,4
-73.0,9.715905,RANDOM,10,28,5
-77.0,10.574789,RANDOM,10,28,5
-77.0,10.574789,RANDOM,10,28,5
-74.0,10.197769,RANDOM,10,28,5
-16.0,1.1673272,RANDOM,10,28,1
-74.0,10.197769,RANDOM,10,28,5
-74.0,10.197769,RANDOM,10,28,5
-80.0,11.94219,RANDOM,10,28,5
-16.0,1.1673272,RANDOM,10,28,1
-65.0,8.646028,RANDOM,10,28,4
-16.0,1.1673272,RANDOM,10,28,1
-80.0,11.94219,RANDOM,10,28,5
-31.0,2.9124906,RANDOM,10,28,2
-73.0,9.715905,RANDOM,10,28,5
-74.0,10.197769,RANDOM,10,28,5
-31.0,2.9124906,RANDOM,10,28,2
-19.0,2.6758125,RANDOM,10,28,1
-50.0,5.588303,RANDOM,10,28,3
-62.0,7.5170646,RANDOM,10,28,4
-16.0,1.1673272,RANDOM,10,28,1
-35.0,3.8431396,RANDOM,10,28,2
-35.0,3.8431396,RANDOM,10,28,2
-0.0,0.0,RANDOM,10,28,0
-77.0,10.574789,RANDOM,10,28,5
-80.0,11.94219,RANDOM,10,28,5
-77.0,10.574789,RANDOM,10,28,5
-35.0,3.8431396,RANDOM,10,28,2
-74.0,10.197769,RANDOM,10,28,5
-31.0,2.9124906,RANDOM,10,28,2
-0.0,0.0,RANDOM,10,28,0
-74.0,10.197769,RANDOM,10,28,5
-19.0,2.6758125,RANDOM,10,28,1
-35.0,3.8431396,RANDOM,10,28,2
-43.0,4.841252,RANDOM,10,28,3
-62.0,7.5170646,RANDOM,10,28,4
-74.0,10.197769,RANDOM,10,28,5
-65.0,8.646028,RANDOM,10,28,4
-73.0,9.715905,RANDOM,10,28,5
-80.0,11.94219,RANDOM,10,28,5
-74.0,10.197769,RANDOM,10,28,5
-77.0,10.574789,RANDOM,10,28,5
-80.0,11.94219,RANDOM,10,28,5
-50.0,5.588303,RANDOM,10,28,3
-74.0,10.197769,RANDOM,10,28,5
-73.0,9.715905,RANDOM,10,28,5
-0.0,0.0,RANDOM,10,28,0
-77.0,10.574789,RANDOM,10,28,5
-19.0,2.6758125,RANDOM,10,28,1
-74.0,10.197769,RANDOM,10,28,5
-54.0,7.0400925,RANDOM,10,28,4
-54.0,7.0400925,RANDOM,10,28,4
-74.0,10.197769,RANDOM,10,28,5
-65.0,8.646028,RANDOM,10,28,4
-74.0,10.197769,RANDOM,10,28,5
-77.0,10.574789,RANDOM,10,28,5
-73.0,9.715905,RANDOM,10,28,5
-19.0,2.6758125,RANDOM,10,28,1
-50.0,5.588303,RANDOM,10,28,3
-16.0,1.1673272,RANDOM,10,28,1
-19.0,2.6758125,RANDOM,10,28,1
-0.0,0.0,RANDOM,10,28,0
-80.0,11.94219,RANDOM,10,28,5
-73.0,9.715905,RANDOM,10,28,5
-19.0,2.6758125,RANDOM,10,28,1
-43.0,4.841252,RANDOM,10,28,3
-62.0,7.5170646,RANDOM,10,28,4
-31.0,2.9124906,RANDOM,10,28,2
-35.0,3.8431396,RANDOM,10,28,2
-77.0,10.574789,RANDOM,10,28,5
-77.0,10.574789,RANDOM,10,28,5
-74.0,10.197769,RANDOM,10,28,5
-77.0,10.574789,RANDOM,10,28,5
-77.0,10.574789,RANDOM,10,28,5
-77.0,10.574789,RANDOM,10,28,5
-50.0,5.588303,RANDOM,10,28,3
-19.0,2.6758125,RANDOM,10,28,1
-77.0,10.574789,RANDOM,10,28,5
-73.0,9.715905,RANDOM,10,28,5
-74.0,10.197769,RANDOM,10,28,5
-73.0,9.715905,RANDOM,10,28,5
-16.0,1.1673272,RANDOM,10,28,1
-77.0,10.574789,RANDOM,10,28,5
-80.0,11.94219,RANDOM,10,28,5
-43.0,4.841252,RANDOM,10,28,3
-73.0,9.715905,RANDOM,10,28,5
-43.0,4.841252,RANDOM,10,28,3
-43.0,4.841252,RANDOM,10,28,3
-77.0,10.574789,RANDOM,10,28,5
-74.0,10.197769,RANDOM,10,28,5
-43.0,4.841252,RANDOM,10,28,3
-19.0,2.6758125,RANDOM,10,28,1
-77.0,10.574789,RANDOM,10,28,5
-80.0,11.94219,RANDOM,10,28,5
-80.0,11.94219,RANDOM,10,28,5
-54.0,7.0400925,RANDOM,10,28,4
-19.0,2.6758125,RANDOM,10,28,1
-50.0,5.588303,RANDOM,10,28,3
-65.0,8.646028,RANDOM,10,28,4
-77.0,10.574789,RANDOM,10,28,5
-74.0,10.197769,RANDOM,10,28,5
-65.0,8.646028,RANDOM,10,28,4
-0.0,0.0,RANDOM,10,28,0
-73.0,9.715905,RANDOM,10,28,5
-54.0,7.0400925,RANDOM,10,28,4
-54.0,7.0400925,RANDOM,10,28,4
-43.0,4.841252,RANDOM,10,28,3
-54.0,7.0400925,RANDOM,10,28,4
-31.0,2.9124906,RANDOM,10,28,2
-0.0,0.0,RANDOM,10,28,0
-74.0,10.197769,RANDOM,10,28,5
-77.0,10.574789,RANDOM,10,28,5
-0.0,0.0,RANDOM,10,28,0
-80.0,11.94219,RANDOM,10,28,5
-73.0,9.715905,RANDOM,10,28,5
-54.0,7.0400925,RANDOM,10,28,4
-80.0,11.94219,RANDOM,10,28,5
-43.0,4.841252,RANDOM,10,28,3
-80.0,11.94219,RANDOM,10,28,5
-54.0,7.0400925,RANDOM,10,28,4
-54.0,7.0400925,RANDOM,10,28,4
-74.0,10.197769,RANDOM,10,28,5
-65.0,8.646028,RANDOM,10,28,4
-35.0,3.8431396,RANDOM,10,28,2
-16.0,1.1673272,RANDOM,10,28,1
-77.0,10.574789,RANDOM,10,28,5
-62.0,7.5170646,RANDOM,10,28,4
-74.0,10.197769,RANDOM,10,28,5
-54.0,7.0400925,RANDOM,10,28,4
-80.0,11.94219,RANDOM,10,28,5
-80.0,11.94219,RANDOM,10,28,5
-74.0,10.197769,RANDOM,10,28,5
-62.0,7.5170646,RANDOM,10,28,4
-65.0,8.646028,RANDOM,10,28,4
-77.0,10.574789,RANDOM,10,28,5
-73.0,9.715905,RANDOM,10,28,5
-35.0,3.8431396,RANDOM,10,28,2
-77.0,10.574789,RANDOM,10,28,5
-80.0,11.94219,RANDOM,10,28,5
-73.0,9.715905,RANDOM,10,28,5
-74.0,10.197769,RANDOM,10,28,5
-16.0,1.1673272,RANDOM,10,28,1
-35.0,3.8431396,RANDOM,10,28,2
-19.0,2.6758125,RANDOM,10,28,1
-35.0,3.8431396,RANDOM,10,28,2
-65.0,8.646028,RANDOM,10,28,4
-31.0,2.9124906,RANDOM,10,28,2
-77.0,10.574789,RANDOM,10,28,5
-73.0,9.715905,RANDOM,10,28,5
-16.0,1.1673272,RANDOM,10,28,1
-73.0,9.715905,RANDOM,10,28,5
-73.0,9.715905,RANDOM,10,28,5
-50.0,5.588303,RANDOM,10,28,3
-77.0,10.574789,RANDOM,10,28,5
-74.0,10.197769,RANDOM,10,28,5
-43.0,4.841252,RANDOM,10,28,3
-0.0,0.0,RANDOM,10,28,0
-62.0,7.5170646,RANDOM,10,28,4
-43.0,4.841252,RANDOM,10,28,3
-50.0,5.588303,RANDOM,10,28,3
-43.0,4.841252,RANDOM,10,28,3
-31.0,2.9124906,RANDOM,10,28,2
-77.0,10.574789,RANDOM,10,28,5
-74.0,10.197769,RANDOM,10,28,5
-19.0,2.6758125,RANDOM,10,28,1
-19.0,2.6758125,RANDOM,10,28,1
-73.0,9.715905,RANDOM,10,28,5
-43.0,4.841252,RANDOM,10,28,3
-73.0,9.715905,RANDOM,10,28,5
-50.0,5.588303,RANDOM,10,28,3
-50.0,5.588303,RANDOM,10,28,3
-80.0,11.94219,RANDOM,10,28,5
-80.0,11.94219,RANDOM,10,28,5
-74.0,10.197769,RANDOM,10,28,5
-50.0,5.588303,RANDOM,10,28,3
-0.0,0.0,RANDOM,10,28,0
-77.0,10.574789,RANDOM,10,28,5
-16.0,1.1673272,RANDOM,10,28,1
-77.0,10.574789,RANDOM,10,28,5
-77.0,10.574789,RANDOM,10,28,5
-74.0,10.197769,RANDOM,10,28,5
-54.0,7.0400925,RANDOM,10,28,4
-19.0,2.6758125,RANDOM,10,28,1
-65.0,8.646028,RANDOM,10,28,4
-16.0,1.1673272,RANDOM,10,28,1
-73.0,9.715905,RANDOM,10,28,5
-80.0,11.94219,RANDOM,10,28,5
-77.0,10.574789,RANDOM,10,28,5
-74.0,10.197769,RANDOM,10,28,5
-73.0,9.715905,RANDOM,10,28,5
-50.0,5.588303,RANDOM,10,28,3
-77.0,10.574789,RANDOM,10,28,5
-73.0,9.715905,RANDOM,10,28,5
-73.0,9.715905,RANDOM,10,28,5
-80.0,11.94219,RANDOM,10,28,5
-16.0,1.1673272,RANDOM,10,28,1
-16.0,1.1673272,RANDOM,10,28,1
-74.0,10.197769,RANDOM,10,28,5
-73.0,9.715905,RANDOM,10,28,5
-62.0,7.5170646,RANDOM,10,28,4
-73.0,9.715905,RANDOM,10,28,5
-73.0,9.715905,RANDOM,10,28,5
-73.0,9.715905,RANDOM,10,28,5
-74.0,10.197769,RANDOM,10,28,5
-77.0,10.574789,RANDOM,10,28,5
-77.0,10.574789,RANDOM,10,28,5
-73.0,9.715905,RANDOM,10,28,5
-77.0,10.574789,RANDOM,10,28,5
-77.0,10.574789,RANDOM,10,28,5
-73.0,9.715905,RANDOM,10,28,5
-80.0,11.94219,RANDOM,10,28,5
-77.0,10.574789,RANDOM,10,28,5
-50.0,5.588303,RANDOM,10,28,3
-80.0,11.94219,RANDOM,10,28,5
-35.0,3.8431396,RANDOM,10,28,2
-80.0,11.94219,RANDOM,10,28,5
-77.0,10.574789,RANDOM,10,28,5
-80.0,11.94219,RANDOM,10,28,5
-73.0,9.715905,RANDOM,10,28,5
-54.0,7.0400925,RANDOM,10,28,4
-62.0,7.5170646,RANDOM,10,28,4
-65.0,8.646028,RANDOM,10,28,4
-54.0,7.0400925,RANDOM,10,28,4
-80.0,11.94219,RANDOM,10,28,5
-19.0,2.6758125,RANDOM,10,28,1
-50.0,5.588303,RANDOM,10,28,3
-80.0,11.94219,RANDOM,10,28,5
-73.0,9.715905,RANDOM,10,28,5
-16.0,1.1673272,RANDOM,10,28,1
-73.0,9.715905,RANDOM,10,28,5
-31.0,2.9124906,RANDOM,10,28,2
-80.0,11.94219,RANDOM,10,28,5
-74.0,10.197769,RANDOM,10,28,5
-19.0,2.6758125,RANDOM,10,28,1
-65.0,8.646028,RANDOM,10,28,4
-19.0,2.6758125,RANDOM,10,28,1
-77.0,10.574789,RANDOM,10,28,5
-77.0,10.574789,RANDOM,10,28,5
-65.0,8.646028,RANDOM,10,28,4
-74.0,10.197769,RANDOM,10,28,5
-35.0,3.8431396,RANDOM,10,28,2
-80.0,11.94219,RANDOM,10,28,5
-77.0,10.574789,RANDOM,10,28,5
-80.0,11.94219,RANDOM,10,28,5
-50.0,5.588303,RANDOM,10,28,3
-65.0,8.646028,RANDOM,10,28,4
-16.0,1.1673272,RANDOM,10,28,1
-80.0,11.94219,RANDOM,10,28,5
-19.0,2.6758125,RANDOM,10,28,1
-43.0,4.841252,RANDOM,10,28,3
-77.0,10.574789,RANDOM,10,28,5
-65.0,8.646028,RANDOM,10,28,4
-77.0,10.574789,RANDOM,10,28,5
-73.0,9.715905,RANDOM,10,28,5
-74.0,10.197769,RANDOM,10,28,5
-50.0,5.588303,RANDOM,10,28,3
-74.0,10.197769,RANDOM,10,28,5
-80.0,11.94219,RANDOM,10,28,5
-35.0,3.8431396,RANDOM,10,28,2
-19.0,2.6758125,RANDOM,10,28,1
-80.0,11.94219,RANDOM,10,28,5
-73.0,9.715905,RANDOM,10,28,5
-62.0,7.5170646,RANDOM,10,28,4
-80.0,11.94219,RANDOM,10,28,5
-31.0,2.9124906,RANDOM,10,28,2
-31.0,2.9124906,RANDOM,10,28,2
-65.0,8.646028,RANDOM,10,28,4
-74.0,10.197769,RANDOM,10,28,5
-74.0,10.197769,RANDOM,10,28,5
-31.0,2.9124906,RANDOM,10,28,2
-77.0,10.574789,RANDOM,10,28,5
-16.0,1.1673272,RANDOM,10,28,1
-50.0,5.588303,RANDOM,10,28,3
-80.0,11.94219,RANDOM,10,28,5
-73.0,9.715905,RANDOM,10,28,5
-54.0,7.0400925,RANDOM,10,28,4
-62.0,7.5170646,RANDOM,10,28,4
-54.0,7.0400925,RANDOM,10,28,4
-73.0,9.715905,RANDOM,10,28,5
-80.0,11.94219,RANDOM,10,28,5
-31.0,2.9124906,RANDOM,10,28,2
-73.0,9.715905,RANDOM,10,28,5
-31.0,2.9124906,RANDOM,10,28,2
-80.0,11.94219,RANDOM,10,28,5
-74.0,10.197769,RANDOM,10,28,5
-73.0,9.715905,RANDOM,10,28,5
-62.0,7.5170646,RANDOM,10,28,4
-31.0,2.9124906,RANDOM,10,28,2
-77.0,10.574789,RANDOM,10,28,5
-62.0,7.5170646,RANDOM,10,28,4
-0.0,0.0,RANDOM,10,28,0
-31.0,2.9124906,RANDOM,10,28,2
-80.0,11.94219,RANDOM,10,28,5
-43.0,4.841252,RANDOM,10,28,3
-77.0,10.574789,RANDOM,10,28,5
-31.0,2.9124906,RANDOM,10,28,2
-43.0,4.841252,RANDOM,10,28,3
-73.0,9.715905,RANDOM,10,28,5
-73.0,9.715905,RANDOM,10,28,5
-73.0,9.715905,RANDOM,10,28,5
-80.0,11.94219,RANDOM,10,28,5
-54.0,7.0400925,RANDOM,10,28,4
-35.0,3.8431396,RANDOM,10,28,2
-77.0,10.574789,RANDOM,10,28,5
-77.0,10.574789,RANDOM,10,28,5
-73.0,9.715905,RANDOM,10,28,5
-35.0,3.8431396,RANDOM,10,28,2
-43.0,4.841252,RANDOM,10,28,3
-0.0,0.0,RANDOM,10,28,0
-77.0,10.574789,RANDOM,10,28,5
